Serie,Titre,Tome,ISBN,Genre,Scenariste,Dessinateur,Editeur,Date parution
Les vieux fourneaux,La magicienne,4,,Aventures Humoristiques,"Lupano, Wilfrid","Cauuet, Paul",Dargaud,2017-11-10
Les vieux fourneaux,Bons pour l'asile,5,,Aventures Humoristiques,"Lupano, Wilfrid","Cauuet, Paul",Dargaud,2018-11-09
Letter 44,Vitesse de libération,1,,Comics,"Soule, Charles","Alburquerque, Alberto Jimenez (Aja)",Glénat,2015-06-09
Lincoln,Crâne de Bois,1,2940199892,Western,"Jouvray, Olivier","Jouvray, Jérôme",Paquet,2002-12-01
Lincoln,Indian Tonic,2,2940334269,Western,"Jouvray, Olivier","Jouvray, Jérôme",Paquet,2003-12-01
Lincoln,Playground,3,2940334501,Western,"Jouvray, Olivier","Jouvray, Jérôme",Paquet,2004-10-05
Lincoln,Châtiment corporel,4,2888900637,Western,"Jouvray, Olivier","Jouvray, Jérôme",Paquet,2006-02-08
Lincoln,Cul nu dans la plaine,5,288890151X,Western,"Jouvray, Olivier","Jouvray, Jérôme",Paquet,2007-06-19
Lincoln,French lover,6,,Western,"Jouvray, Olivier","Jouvray, Jérôme",Paquet,2009-09-30
Lincoln,Le fou sur la montagne,7,,Western,"Jouvray, Olivier","Jouvray, Jérôme",Paquet,2012-08-22
Lincoln,Le démon des tranchées,8,,Western,"Jouvray, Olivier","Jouvray, Jérôme",Paquet,2013-08-28
Litteul Kevin,"Litteul Kevin, Tome 3",3,2858152047,Humour,Coyote,Coyote,Audie,1995-11-01
Litteul Kevin,"Litteul Kevin, Tome 4",4,2858152160,Humour,Coyote,Coyote,Audie,1996-11-01
Litteul Kevin,"Litteul Kevin, Tome 7",7,285815371X,Humour,Coyote,Coyote,Audie,2003-06-01
Lobo/the authority - le cahier spécial vacances,Lobo/the authority - le cahier spécial vacances,,2809421366,Comics,"Giffen, Keith Ian","Bisley, Simon",Panini Comics,2011-11-09
Louca,Coup d'envoi,1,,Aventure,"Dequier, Bruno","Dequier, Bruno",Dupuis,2013-01-11
Louca,Face à face,2,,Aventure,"Dequier, Bruno","Dequier, Bruno",Dupuis,2013-06-07
Louca,Si seulement...,3,,Aventure,"Dequier, Bruno","Dequier, Bruno",Dupuis,2014-04-04
Louca,L'espoir fait vivre,4,,Aventure,"Dequier, Bruno","Dequier, Bruno",Dupuis,2015-09-18
Louca,Les Phoenix,5,,Aventure,"Dequier, Bruno","Dequier, Bruno",Dupuis,2017-11-10
Louca,Confrontations,6,,Aventure,"Dequier, Bruno","Dequier, Bruno",Dupuis,2018-10-19
Louca,Foutu pour foutu,7,,Aventure,"Dequier, Bruno","Dequier, Bruno",Dupuis,2019-10-04
Lucky Luke - L'homme qui tua Lucky Luke,L'homme qui tua Lucky Luke,,,Polar-Thriller,"Bonhomme, Matthieu","Bonhomme, Matthieu",Dargaud,2016-04-01
Lucky Luke (1ère série - Editions Dupuis),Tortillas pour les Dalton,31,2800101709,Aventures Humoristiques,"Goscinny, René",Morris,Dupuis,1973-01-01
Lucky Luke (2ème série - Editions Dargaud / Lucky Prod / Lucky Comics),Belle Starr,33,2940012776,Aventures Humoristiques,"Fauche, Xavier",Morris,Lucky productions,1995-08-01
Ma révérence,Ma révérence,,,Polar-Thriller,"Lupano, Wilfrid",Rodguen,Delcourt,2013-09-04
Marvel Crossover,Badrock/Wolverine,1,,Comics,"Valentino, Jim","Yaep, Chap",Panini Comics,1997-03-01
Marvel Crossover,X-Force/Youngblood,2,,Comics,Collectif,Collectif,Panini Comics,1997-05-01
Marvel Crossover,Daredevil & Batman - Silver Surfer/Superman,3,,Comics,Collectif,Collectif,Panini Comics,1997-06-01
Marvel Crossover,Wolverine/Ballistic,4,,Comics,Collectif,Collectif,Panini Comics,1997-08-01
Marvel Crossover,Wolverine/Witchblade,5,,Comics,Collectif,Collectif,Panini Comics,1997-10-01
Marvel Crossover,Spider-Man/Gen13 - Team X/Team 7,6,,Comics,"David, Peter Allen","Immonen, Stuart",Panini Comics,1997-12-01
Marvel Crossover,Spiderman/Badrock - Prophet/Cable,7,,Comics,"Jurgens, Dan","Mychaels, Marat",Panini Comics,1998-02-01
Marvel Crossover,Generation X/Gen13,8,,Comics,"Choi, Brandon","Adams, Arthur",Panini Comics,1998-04-01
Marvel Crossover,Amalgam,9,,Comics,Collectif,Collectif,Panini Comics,1998-08-01
Marvel Crossover,Unlimited Access 1/2,10,,Comics,Collectif,Collectif,Panini Comics,1998-10-01
Marvel Crossover,Unlimited Access 2/2,11,,Comics,"Kesel, Karl","Olliffe, Patrick (Pat)",Panini Comics,1998-12-01
Marvel Crossover,La renaissance des héros - La 3° Guerre Mondiale,12,,Comics,Collectif,Collectif,Panini Comics,1999-02-01
Marvel Crossover,Hulk/Superman,13,,Comics,"Robinson, James Dale",Collectif,Panini Comics,2000-11-01
Marvel Elite,Maximum security,12,,Comics,Collectif,Collectif,Panini Comics,2001-12-01
Marvel Elite,Question d'image,13,,Comics,Collectif,Collectif,Panini Comics,2002-01-01
Marvel Heroes (V1),Maximum Security,12,,Comics,Collectif,Collectif,Panini Comics,2001-12-01
Marvel heroes (V3),Les prochains vengeurs,1,,Comics Super-héros,Collectif,Collectif,Panini Comics,2011-02-02
Marvel Heroes Hors Série,Captain Marvel - Maximum Security,9,,Comics,"David, Peter Allen",ChrisCross,Panini Comics,2001-12-14
Marvel Knights,Marvel Knights n°17,17,,Comics,"Dixon, Chuck","Barreto, Eduardo",Panini Comics,2001-12-01
Marvel Mega,X-Men : Liberators - Vivre libre ou mourir,11,,Comics Super-héros,"Harris, Joseph (Joe)","Jimenez, Phil",Panini Comics,1999-09-30
Marvel Mega,Contest of Champions II,13,,Comics Super-héros,"Claremont, Chris","Jimenez, Oscar",Panini Comics,2000-03-31
Marvel Mega,Captain America & le Faucon,20,,Comics Super-héros,"Priest, Christopher","Sears, Bart",Panini Comics,2005-04-12
Marvel Mega Hors Série,Maximum Security,14,,Comics,"Busiek, Kurt","Ordway, Jerry",Panini Comics,2001-12-07
Marvel noir Intégrale,Les illusions perdues,1,,Comics Super-héros,"Hine, David","Di Giandomenico, Carmine",Panini Comics,2009-11-24
Marvel noir Intégrale,X-Men: Qui a tué Jean Grey ?,2,,Comics Super-héros,"Van Lente, Fred","Calero, Dennis",Panini Comics,2010-01-20
Marvel noir Intégrale,Wolverine - Péché originel,3,,Comics Super-héros,"Moore, Stuart","Smith, C.P.",Panini Comics,2010-05-12
Marvel Top (1ère série),La renaissance des héros - Le retour,11,,Comics,"David, Peter Allen","Larroca, Salvador",Panini Comics,1999-09-03
Marvel Top (1ère série),Le retour des héros,14,,Comics,Collectif,Collectif,Panini Comics,2000-01-01
Marvel zombies,La famine,1,2845389973,Comics Super-héros,"Kirkman, Robert","Phillips, Sean",Panini Comics,2007-06-14
Marvel zombies,Evil dead,2,2809402442,Comics Super-héros,"Layman, John",Collectif,Panini Comics,2008-03-27
Marvel zombies,Le goût de la mort,3,,Comics Super-héros,"Kirkman, Robert","Phillips, Sean",Panini Comics,2008-10-01
Marvel zombies,Terre-616,4,,Comics Super-héros,"Van Lente, Fred","Walker, Kevin (Kev)",Panini Comics,2009-10-07
Marvel zombies,Les fils de minuit,5,,Comics Super-héros,"Van Lente, Fred","Walker, Kevin (Kev)",Panini Comics,2010-03-10
Marvel zombies,Le retour,6,,Comics Super-héros,"Van Lente, Fred","Dragotta, Nick",Panini Comics,2010-10-13
Marvel zombies,Opération antidote,7,,Comics Super-héros,"Van Lente, Fred",Kano,Panini Comics,2011-03-09
Marvel zombies,Zombie suprême,8,,Comics Super-héros,"Marraffino, Frank","Blanco, Fernando",Panini Comics,2012-04-11
Maus,Intégrale Maus,0,2080675346,Biographie,"Spiegelman, Art","Spiegelman, Art",Flammarion,1998-02-01
Maximum x-men,Mystique n°1,1,,Comics,"Vaughan, Brian K.","Lucas, Jorge",Panini Comics,2004-01-15
Megacity 909,"Megacitiy 909, Tome 1",1,2849461172,Manhwas - Chungnyun (Seinen),"Dabb, Andrew","Kang, Kano",Soleil Productions,2005-01-25
Megacity 909,"Megacitiy 909, Tome 2",2,2849461628,Manhwas - Chungnyun (Seinen),"Dabb, Andrew","Kang, Kano",Soleil Productions,2005-09-22
Megalex,L'anomalie,1,2731612967,Science-Fiction,"Jodorowsky, Alexandro","Beltran, Fred",Les Humanoïdes Associés,1999-06-01
Megalex,L'ange bossu,2,2731614005,Science-Fiction,"Jodorowsky, Alexandro","Beltran, Fred",Les Humanoïdes Associés,2002-04-01
Megalex,Le coeur de Kavatah,3,273161711X,Science-Fiction,"Jodorowsky, Alexandro","Beltran, Fred",Les Humanoïdes Associés,2008-02-20
Merlin,Jambon et Tartine,1,2205047949,Aventures Humoristiques,"Sfar, Joann","Munuera, José-Luis",Dargaud,1999-04-01
Merlin,Contre le père Noël,2,2205049038,Aventures Humoristiques,"Sfar, Joann","Munuera, José-Luis",Dargaud,1999-11-01
Merlin,Va à la plage,3,2205049720,Aventures Humoristiques,"Sfar, Joann","Munuera, José-Luis",Dargaud,2000-07-01
Merlin,Le roman de la mère Renart,4,220505094X,Aventures Humoristiques,"Sfar, Joann","Munuera, José-Luis",Dargaud,2001-09-01
Merlin,Tartine et Yseult,5,220505273X,Aventures Humoristiques,"Morvan, Jean-David","Munuera, José-Luis",Dargaud,2002-10-01
Merlin,Merlin Papa,6,2205055275,Aventures Humoristiques,"Morvan, Jean-David","Munuera, José-Luis",Dargaud,2003-11-01
Monster allergy,Coup de poudre,1,2845653751,Humour,"Artibani, Francesco","Barbucci, Alessandro",Soleil Productions,2003-03-01
Monster allergy,La pyramide des invulnérables,2,2845654200,Humour,"Artibani, Francesco","Rigano, Giovanni",Soleil Productions,2003-06-01
Monster allergy,Magnacat,3,2845656602,Humour,"Centomo, Katja","Vetro, Daniela",Soleil Productions,2003-11-01
Monster allergy,La ville suspendue,4,2845657579,Humour,"Centomo, Katja","Campinoti, Paolo",Soleil Productions,2004-03-01
Monster allergy,Le tuteur étoilé,5,284565782X,Humour,"Centomo, Katja","Dalena, Antonello",Soleil Productions,2004-06-01
Monster allergy,Charlie Schuster arrive !,6,284565863X,Humour,"Centomo, Katja","Dalena, Antonello",Soleil Productions,2004-08-01
Monster allergy,Monstres en boîte,7,2845659059,Humour,"Centomo, Katja","Dalena, Antonello",Soleil Productions,2004-11-01
Monster allergy,L'abriteur du phare,8,2849460907,Humour,"Centomo, Katja","De Martino, Marcello",Soleil Productions,2005-02-01
Monster allergy,Le retour de Zach,9,2849460494,Humour,"Centomo, Katja","Nardo, Federico",Soleil Productions,2005-05-24
Monster allergy,Au cœur de l'arbre creux,10,284946273X,Humour,"Centomo, Katja","Dalena, Antonello",Soleil Productions,2005-09-28
Moréa,Le sang des anges,1,2845653123,Science-Fiction,"Arleston, Christophe","Labrosse, Thierry",Soleil Productions,2002-06-01
Moréa,L'échine du dragon,2,2845650191,Science-Fiction,"Arleston, Christophe","Labrosse, Thierry",Soleil Productions,2002-06-01
Moréa,Le feu du temps,3,2845654855,Science-Fiction,"Arleston, Christophe","Labrosse, Thierry",Soleil Productions,2004-01-01
Moréa,Un parfum d'éternité,4,2849460915,Science-Fiction,"Arleston, Christophe","Labrosse, Thierry",Soleil Productions,2005-06-21
Mygala,Incubation,1,2914235577,Science-Fiction,"Di Giorgio, Jean-François","Genêt, Frédéric",Nuclea,2003-04-01
Mygala,Insurrection,2,2849465631,Science-Fiction,"Di Giorgio, Jean-François","Genêt, Frédéric",Soleil Productions,2006-09-06
Nabuchodinosaure,Chroniques de l'apeupréhistoire,2,2882570171,Humour,Herlé,"Widenlocher, Roger",Dargaud,1992-05-12
Nabuchodinosaure,Humo sapiens,4,2882570236,Humour,Herlé,"Widenlocher, Roger",Dargaud,1994-03-01
Naüja,La Ballade de Raspa,1,2940199744,Aventures Fantastiques,"Termens, Toni","Elias, Lee",Paquet,2002-05-01
Naüja,Les voix des ombres,2,2940199906,Aventures Fantastiques,"Termens, Toni","Elias, Lee",Paquet,2002-12-01
Nävis,Houyo,1,2847891587,Science-Fiction,"Morvan, Jean-David","Munuera, José-Luis",Delcourt,2004-02-11
Nävis,Girodouss,2,2847898182,Science-Fiction,"Morvan, Jean-David","Munuera, José-Luis",Delcourt,2005-08-24
Nävis,Latitzoury,3,275600359X,Science-Fiction,"Morvan, Jean-David","Munuera, José-Luis",Delcourt,2007-02-21
Nävis,Il vous reste de l'énergie ?,4,,Science-Fiction,"Morvan, Jean-David","Munuera, José-Luis",Delcourt,2008-04-23
Nävis,Princesse Nävis,5,,Science-Fiction,"Morvan, Jean-David","Munuera, José-Luis",Delcourt,2009-01-07
Nic Oumouk,Total souk pour Nic Oumouk,1,2205056867,Humour,"Larcenet, Manu","Larcenet, Manu",Dargaud,2005-04-01
Nic Oumouk,La France a peur de Nic Oumouk,2,2205059971,Humour,"Larcenet, Manu","Larcenet, Manu",Dargaud,2007-04-06
Original Sin,Qui a tué le gardien ?,1,,Comics Super-héros,"Aaron, Jason","Deodato Jr, Mike",Panini Comics,2014-12-02
Original Sin,Tout le monde est suspect !,2,,Comics Super-héros,"Aaron, Jason","Deodato Jr, Mike",Panini Comics,2015-01-02
Original Sin,Qui est l'assassin ?,3,,Comics Super-héros,"Aaron, Jason","Deodato Jr, Mike",Panini Comics,2015-02-03
Original Sin,Le jugement final !,4,,Comics Super-héros,"Aaron, Jason","Deodato Jr, Mike",Panini Comics,2015-03-03
Outcast,Possession,1,,Comics,"Kirkman, Robert","Azaceta, Paul",Delcourt,2015-04-01
Outcast,Souffrance,2,,Comics,"Kirkman, Robert","Azaceta, Paul",Delcourt,2016-01-06
Outcast,Une petite lueur,3,,Comics,"Kirkman, Robert","Azaceta, Paul",Delcourt,2016-11-16
Outcast,Sous l'aile du diable,4,,Comics,"Kirkman, Robert","Azaceta, Paul",Delcourt,2017-06-14
Outcast,Une nouvelle voie,5,,Comics,"Kirkman, Robert","Azaceta, Paul",Delcourt,2018-02-07
Outcast,Invasion,6,,Comics,"Kirkman, Robert","Azaceta, Paul",Delcourt,2018-10-10
Outcast,"Outcast, Tome 7",7,,Comics,"Kirkman, Robert","Azaceta, Paul",Delcourt,2019-11-13
Parallèle,"New York, New York",1,,Science-Fiction,"Pelaez, Philippe","Laval, N. G.",Sandawe,2016-06-15
Péchés mignons,Péchés mignons,1,2858154937,Humour,"De Pins, Arthur","De Pins, Arthur",Audie,2006-09-14
Péchés mignons,Chasse à l'homme,2,2858150389,Humour,"De Pins, Arthur","De Pins, Arthur",Audie,2007-09-14
Péchés mignons,Garce Attack !,3,2858158347,Humour,"Mazaurette, Maïa","De Pins, Arthur",Audie,2008-11-05
Péchés mignons,"Péchés mignons, Tome 4",4,,Humour,"De Pins, Arthur","De Pins, Arthur",Audie,2010-10-20
Percevan,Le pays d'Aslor,4,2205028278,Héroic - Fantasy,"Léturgie, Jean","Luguy, Philippe",Dargaud,1985-05-01
Persepolis,Intégrale Persepolis,,9782844142,"Autobiographie, Autofiction","Satrapi, Marjane","Satrapi, Marjane",L'Association,2007-05-23
Peter Pan,Londres,1,2869671155,Aventure,"Loisel, Régis","Loisel, Régis",Vents d'Ouest,1990-11-01
Peter Pan,Opikanoba,2,2869671911,Aventure,"Loisel, Régis","Loisel, Régis",Vents d'Ouest,1992-09-01
Peter Pan,Tempête,3,2869672926,Aventure,"Loisel, Régis","Loisel, Régis",Vents d'Ouest,1994-11-01
Peter Pan,Mains rouges,4,2869675208,Aventure,"Loisel, Régis","Loisel, Régis",Vents d'Ouest,1996-09-01
Peter Pan,Crochet,5,2869678495,Aventure,"Loisel, Régis","Loisel, Régis",Vents d'Ouest,2002-01-01
Peter Pan,Destins,6,2749301270,Aventure,"Loisel, Régis","Loisel, Régis",Vents d'Ouest,2004-10-26
Project Superpowers,La boîte de Pandore,1,,Comics,"Ross, Alex","Paul, Carlos",Panini Comics,2009-05-20
Project Superpowers,Un nouvel esprit,2,,Comics,"Ross, Alex","Paul, Carlos",Panini Comics,2009-10-07
Pyrénée,Pyrénée,,2869675194,Aventure,"Loisel, Régis","Sternis, Philippe",Vents d'Ouest,1998-12-01
Quick et Flupke (2e réédition couleurs),Jeux interdits,2,2203324015,Humour,Hergé,Hergé,Casterman,1985-09-01
Rapaces,"Rapaces, Tome 1",1,2871293163,Fantastique-Etrange,"Dufaux, Jean","Marini, Enrico",Dargaud,2000-01-01
Rapaces,"Rapaces, Tome 2",2,2871292957,Fantastique-Etrange,"Dufaux, Jean","Marini, Enrico",Dargaud,2000-05-01
Rapaces,"Rapaces, Tome 3",3,2871293481,Fantastique-Etrange,"Dufaux, Jean","Marini, Enrico",Dargaud,2001-05-01
Rapaces,"Rapaces, Tome 4",4,2871294550,Fantastique-Etrange,"Dufaux, Jean","Marini, Enrico",Dargaud,2003-08-01
Red Son,Red Son,,2845386036,Comics Super-héros,"Millar, Mark","Johnson, Dave",Panini Comics,2005-11-01
Red team,Les règles,,,Comics,"Ennis, Garth","Cermak, Craig",Panini Comics,2014-07-16
Réincarnations,La fondation Kendall,1,,Aventures Fantastiques,"Corbeyran, Éric",Horne,Delcourt,2015-04-22
"Remains - Roulette, zombie et canon scié","Remains - Roulette, zombie et canon scié",0,2350780457,Comics,"Niles, Steve","Dwyer, Kieron",Bamboo Éditions,2005-10-01
Requiem pour un champion,Requiem pour un champion,,,Polar-Thriller,"Boulbar, Bertrand","Gravé, Vincent",Les Enfants Rouges,2009-11-27
Revival,Bienvenue à la maison,1,,Comics,"Seeley, Tim","Norton, Mike",Delcourt,2013-05-22
Revival,Quarantaine,2,,Comics,"Seeley, Tim","Norton, Mike",Delcourt,2013-11-06
Rising Stars,"Rising Stars, Tome 1",1,2914082428,Comics,"Straczynski, J. Michaël","Cha, Keu",Semic,2001-07-01
Rising Stars,"Rising Stars, Tome 2",2,2914082665,Comics,"Straczynski, J. Michaël","Zanier, Christian",Semic,2002-04-15
Rising Stars,"Rising Stars, Tome 3",3,2848570156,Comics,"Straczynski, J. Michaël","Zanier, Christian",Semic,2003-06-21
Rising Stars,"Rising Stars, Tome 4",4,284857142X,Comics,"Straczynski, J. Michaël","Immonen, Stuart",Semic,2005-10-06
Rising Stars (Delcourt),"Rising Stars, Tome 3",3,,Comics,"Straczynski, J. Michaël","Anderson, Brent Eric",Delcourt,2013-05-08
Robocop : mort ou vif,"Robocop : mort ou vif, Tome 1",1,,Comics,"Grant, Steven","Shalvey, Declan",Wetta World Wide,2014-10-09
Saga,"Saga, Tome 1",1,,Comics,"Vaughan, Brian K.","Staples, Fiona",Urban comics,2013-03-15
Saga,"Saga, Tome 2",2,,Comics,"Vaughan, Brian K.","Staples, Fiona",Urban comics,2013-09-20
Saga,"Saga, Tome 3",3,,Comics,"Vaughan, Brian K.","Staples, Fiona",Urban comics,2014-04-11
Saga,"Saga, Tome 4",4,,Comics,"Vaughan, Brian K.","Staples, Fiona",Urban comics,2015-01-30
Saga,"Saga, Tome 5",5,,Comics,"Vaughan, Brian K.","Staples, Fiona",Urban comics,2015-10-23
Saga,"Saga, Tome 6",6,,Comics,"Vaughan, Brian K.","Staples, Fiona",Urban comics,2016-10-07
Sambre,Plus ne m'est rien...,1,2723406415,Drame,Balac,Yslaire,Glénat,1986-06-01
Sambre,Je sais que tu viendras...,2,2723411397,Drame,Yslaire,Yslaire,Glénat,1990-11-01
Sambre,"Révolution, révolution...",3,2723415163,Drame,Yslaire,Yslaire,Glénat,1993-11-01
Sambre,Faut-il que nous mourions ensemble?,4,,Drame,Yslaire,Yslaire,Glénat,1997-01-08
Sambre,Maudit soit le fruit de ses entrailles...,5,2723435482,Drame,Yslaire,Yslaire,Glénat,2003-09-01
Sambre,La mer vue du purgatoire...,6,2723444295,Drame,Yslaire,Yslaire,Glénat,2011-06-15
Sanctuaire,USS Nebraska,1,2731614587,Fantastique-Etrange,"Dorison, Xavier","Bec, Christophe",Les Humanoïdes Associés,2001-06-01
Sanctuaire,Le puits des abîmes,2,2731661445,Fantastique-Etrange,"Dorison, Xavier","Bec, Christophe",Les Humanoïdes Associés,2002-11-01
Sanctuaire,Môth,3,2731663081,Fantastique-Etrange,"Dorison, Xavier","Bec, Christophe",Les Humanoïdes Associés,2004-09-01
Scénario catastrophe,Scénario catastrophe,,,Polar-Thriller,"Sable, Mark","Tedesco, Juan",Delcourt,2011-04-06
Secret War,Secret War,,280940139X,Comics,"Bendis, Brian Michael","Dell'Otto, Gabriele",Marvel France,2008-01-09
Secret wars : Ultimate end,Secret wars : Ultimate end n°1,1,,Comics Super-héros,Collectif,Collectif,Panini Comics,2016-01-05
Secret wars : Ultimate end,Secret wars : Ultimate end n°2,2,,Comics Super-héros,Collectif,Collectif,Panini Comics,2016-02-02
Secret wars : Ultimate end,Secret wars : Ultimate end n°3,3,,Comics Super-héros,Collectif,Collectif,Panini Comics,2016-03-01
Secret wars : Ultimate end,Secret wars : Ultimate end n°4,4,,Comics Super-héros,Collectif,Collectif,Panini Comics,2016-04-05
Secret wars : Ultimate end,Secret wars : Ultimate end n°5,5,,Comics Super-héros,Collectif,Collectif,Panini Comics,2016-05-03
Sept,Sept psychopathes,1,,Aventure,"Vehlmann, Fabien","Phillips, Sean",Delcourt,2007-05-23
Sept,Sept voleurs,2,,Aventure,"Chauvel, David","Lereculey, Jérôme",Delcourt,2007-09-12
Sept,Sept pirates,3,,Aventure,"Bertho, Pascal","Mc Burnie, Tim",Delcourt,2007-11-21
Sept,Sept missionnaires,4,,Aventure,"Ayroles, Alain","Critone, Luigi",Delcourt,2008-03-05
Sept,Sept guerrières,5,,Aventure,"Le Galli, Michaël","Manapul, Francis",Delcourt,2008-05-21
Sept,Sept yakuzas,6,,Aventure,"Morvan, Jean-David","Takahashi, Hikaru",Delcourt,2008-09-24
Sept,Sept prisonniers,7,2756004715,Aventure,"Gabella, Mathieu","Tandiang, Patrick",Delcourt,2009-02-18
Serval - Wolverine (Marvel France),Aux prises avec... Vindicator!,45,,Comics,"Hama, Larry","Kubert, Adam",Panini Comics,1997-04-01
Serval - Wolverine (Marvel France),Wolverine retrouvera-t-il son adamantium?,48,,Comics,"Hama, Larry",Collectif,Panini Comics,1997-10-01
Serval - Wolverine (Marvel France),Promesses tacites,49,,Comics,"Hama, Larry",Collectif,Panini Comics,1997-12-01
Serval - Wolverine (Marvel France),Aux portes du mal,84,,Comics,"Larsen, Erik","Yu, Leinil Francis",Panini Comics,2000-12-01
Serval - Wolverine (Marvel France),Apocalypse-Les douze-Chapitre 3,85,,Comics,Collectif,Collectif,Panini Comics,2001-01-01
Serval - Wolverine (Marvel France),Apocalypse-Les douze-Chapitre 4,86,,Comics,Collectif,Collectif,Panini Comics,2001-02-01
Serval - Wolverine (Marvel France),Les ères d'Apocalypse 2/3,87,,Comics,Collectif,Collectif,Panini Comics,2001-03-01
Seuls,Le clan du requin,3,2800140496,Aventures Fantastiques,"Vehlmann, Fabien","Gazzotti, Bruno",Dupuis,2008-06-03
Seuls,Les cairns rouges,4,,Aventures Fantastiques,"Vehlmann, Fabien","Gazzotti, Bruno",Dupuis,2009-06-05
Seuls,Au coeur du Maelström,5,,Aventures Fantastiques,"Vehlmann, Fabien","Gazzotti, Bruno",Dupuis,2010-06-04
Seuls,La quatrième dimension et demie,6,2800150246,Aventures Fantastiques,"Vehlmann, Fabien","Gazzotti, Bruno",Dupuis,2011-06-03
Seuls,Les terres basses,7,,Aventures Fantastiques,"Vehlmann, Fabien","Gazzotti, Bruno",Dupuis,2012-06-01
Siberia 56,La 13e mission,1,,Science-Fiction,"Bec, Christophe","Sentenac, Alexis",Glénat,2014-01-15
Siberia 56,Morbius,2,,Science-Fiction,"Bec, Christophe","Sentenac, Alexis",Glénat,2014-10-15
Sidekick,Descente aux Enfers,1,,Comics Super-héros,"Straczynski, J. Michaël","Mandrake, Tom",Delcourt,2015-01-21
Sillage,À feu et à cendres,1,2840551772,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,1998-02-01
Sillage,Collection privée,2,2840552604,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,1999-05-31
Sillage,Engrenages,3,2840554488,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2000-08-01
Sillage,Le signe des démons,4,2840556707,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2001-09-01
Sillage,"'J.VJ,..'_",5,2840557487,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2002-06-01
Sillage,Artifices,6,284789148X,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2003-08-01
Sillage,Q.H.I,7,2847893601,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2004-08-01
Sillage,Nature humaine,8,2847899057,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2005-09-25
Sillage,Infiltrations,9,2756003034,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2006-09-27
Sillage,Retour de flammes,10,2756005770,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2007-10-03
Sillage,Monde flottant,11,2756011843,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2008-10-01
Sillage,Zone franche,12,,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2009-10-01
Sillage,Dérapage contrôlé,13,,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2010-09-29
Sillage,Liquidation totale,14,,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2011-10-12
Sillage,Chasse gardée,15,,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2012-10-03
Sillage,Liés par le sang,16,,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2013-09-25
Sillage,Grands froids,17,,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2014-09-24
Sillage,Temps mort,19,,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2016-10-19
Sillage,Mise à jour,20,,Science-Fiction,"Morvan, Jean-David","Buchet, Philippe",Delcourt,2019-11-06
Sillage - Premières armes,Esprit d'équipe,1,,Science-Fiction,"Morvan, Jean-David","Chan, Pierre-Mony",Delcourt,2014-06-11
Sillage - Premières armes,Vitesse de croisière,2,,Science-Fiction,"Morvan, Jean-David","Chan, Pierre-Mony",Delcourt,2020-10-07
Sinkha,Hyleyn,1,2914409214,Science-Fiction,"Patrito, Marco","Patrito, Marco",Éditions USA,2002-08-01
Sinkha,Atmosphere,2,2914409397,Science-Fiction,"Patrito, Marco","Patrito, Marco",Éditions USA,2004-05-01
Sky-doll,La ville jaune,1,2845652917,Science-Fiction,"Canepa, Barbara","Barbucci, Alessandro",Soleil Productions,2001-02-01
Sky-doll,Aqua,2,2845652097,Science-Fiction,"Barbucci, Alessandro","Barbucci, Alessandro",Soleil Productions,2002-04-01
Sky-doll,La Ville Blanche,3,2845656874,Science-Fiction,"Canepa, Barbara","Barbucci, Alessandro",Soleil Productions,2006-01-01
Slhoka,L'île oubliée,1,2845650310,Science-Fiction,"Godderidge, Ulrig","Floch, Adrien",Soleil Productions,2001-09-01
Small Gods,Small Gods,0,2756003123,Comics,"Rand, Jason","Ferreyra, Juan E.",Delcourt,2006-08-23
Soda,Un ange trépasse,1,2800115157,Polar-Thriller,Tome,"Warnant, Luc",Dupuis,1987-09-01
Solo,Les survivants du chaos,1,,Comics,"Martin, Oscar","Martin, Oscar",Delcourt,2014-09-10
Solo,Le cœur et le sang,2,,Comics,"Martin, Oscar","Martin, Oscar",Delcourt,2016-01-13
Sorceline,"Un jour, je serai fantasticologue !",1,,Aventures Fantastiques,"Douyé, Sylvia","Antista, Paola",Glénat,2018-04-18
